[Provincia];[NombreEstacion];[InstanteLectura];[TA];[TMAXMED];[TMAX];[FTMAX];[TMINmed];[TMIN];[FTMIN];[PP];[PPMAX];[FPPMAX];[BHC];[HRMED];[HRMAX];[HRMIN];[INS];[HSOL];[IRD];[VV];[GT];[FGTMAX];[PR];[NDPP];[NDX]
Ourense;Baltar;01/05/2025 0:00:00;12.3;19.04;30.4;29;5.1;1.5;10;113;24.0;2;-10;75;99;43;52;234;2126;7;51;2;925;10;0
Ourense;Cabeza de Manzaneda;01/05/2025 0:00:00;7.5;11.83;23.5;29;3.8;-1.1;11;148;27.0;8;48;77;96;56;48;219;1894;17;89;2;825;16;5
Ourense;*Calvos ;01/05/2025 0:00:00;11.5;18.52;30.0;29;**;**;27;86;27.4;12;-14;77;100;39;51;228;2061;6;**;24;**;11;**
Ourense;Casaio;01/05/2025 0:00:00;11.2;15.59;26.9;29;7.0;1.5;6;80;18.2;9;**;71;91;49;**;**;**;5;56;2;**;13;0
Ourense;*Corzos;01/05/2025 0:00:00;10.8;17.18;28.2;29;4.9;-0.7;6;85;21.2;9;**;74;93;51;**;**;**;6;51;2;**;13;1
Ourense;Entrimo;01/05/2025 0:00:00;13.7;19.97;31.8;29;8.5;4.1;6;98;35.9;12;**;83;98;62;35;159;1728;**;**;**;**;11;0
Ourense;*EVEGA Leiro;01/05/2025 0:00:00;16.5;25.72;38.1;29;8.7;3.2;6;58;17.6;2;**;76;97;45;**;**;**;0;23;5;1004;10;0
Ourense;Gandarela;01/05/2025 0:00:00;14.2;20.77;32.6;29;9.2;4.1;6;76;23.6;12;-46;84;98;55;47;215;2039;4;43;3;945;10;0
Ourense;Lardeira;01/05/2025 0:00:00;8.8;13.7;24.3;29;4.8;-1.2;6;79;17.3;9;-33;79;95;59;54;247;2156;15;85;2;839;13;4
Ourense;Larouco;01/05/2025 0:00:00;15.0;22.31;33.2;29;8.8;4.0;7;71;17.8;10;--;78;100;46;**;**;**;6;63;3;955;12;0
Ourense;Laza;01/05/2025 0:00:00;14.5;21.62;32.9;29;8.0;3.1;7;94;23.2;12;--;74;97;46;53;240;2095;5;53;2;**;12;0
Ourense;Monte Medo;01/05/2025 0:00:00;14.0;20.74;32.9;29;7.9;3.3;7;106;23.3;12;**;78;99;47;**;**;2154;**;**;**;**;12;0
Ourense;O Invernadeiro;01/05/2025 0:00:00;11.7;18.24;29.8;29;5.2;0.0;7;125;25.8;12;9;78;98;54;51;231;2072;7;63;2;901;11;1
Ourense;Ourense;01/05/2025 0:00:00;16.8;25.02;38.0;29;9.9;4.7;7;83;21.2;2;**;72;99;38;**;**;**;**;**;**;**;10;0
Ourense;Ourense-Estacións;01/05/2025 0:00:00;17.3;25.3;37.4;29;10.7;6.2;7;78;18.9;2;-61;72;95;41;54;246;2121;3;41;18;1000;11;0
Ourense;*Pazo de Fontefiz;01/05/2025 0:00:00;15.2;21.64;34.0;29;9.9;6.0;6;123;46.1;18;2;85;100;54;50;226;2018;3;32;5;**;10;0
Ourense;*Ponte Boga;01/05/2025 0:00:00;14.9;21.95;34.2;29;9.4;4.5;7;88;22.4;8;-36;83;100;48;48;216;2046;4;50;29;962;11;0
Ourense;*Prado;01/05/2025 0:00:00;16.2;24;35.7;29;9.6;4.6;7;78;21.6;2;-47;80;100;49;48;217;1999;1;37;3;**;9;0
Ourense;Remuíño;01/05/2025 0:00:00;15.7;24.67;37.4;29;8.7;4.1;7;80;22.6;8;-38;77;98;43;46;208;1843;4;35;1;**;8;0
Ourense;*Riós;01/05/2025 0:00:00;13.8;19.5;31.0;29;8.4;3.4;7;105;24.8;2;-28;73;93;49;57;258;2178;4;43;29;**;12;0
Ourense;San Xoán de Río;01/05/2025 0:00:00;11.6;17.08;28.8;29;6.9;2.7;6;82;17.5;9;-33;81;97;56;52;237;2102;11;51;29;901;14;0
Ourense;Serra do Eixe;01/05/2025 0:00:00;10.9;16.18;27.6;29;6.4;1.4;7;92;19.0;12;-26;80;98;54;55;247;2140;10;74;2;880;14;0
Ourense;Verín-Vilamaior;01/05/2025 0:00:00;14.9;21.6;33.0;29;8.6;4.0;7;74;16.4;12;-60;74;96;47;56;253;2163;5;46;2;954;11;0
Ourense;Verín-Vilela;01/05/2025 0:00:00;14.8;22.88;34.5;29;6.9;3.3;7;76;19.1;12;-69;79;100;45;59;264;2239;3;**;3;**;11;0
Ourense;Viana do Bolo;01/05/2025 0:00:00;12.7;19.33;29.9;29;6.3;2.0;7;63;11.3;9;-68;77;98;51;52;235;2100;5;**;2;920;11;0
Ourense;Xares;01/05/2025 0:00:00;8.0;12.31;23.5;29;4.1;-1.4;7;87;17.1;9;--;75;91;56;--;--;--;20;101;2;824;14;5
Ourense;Xinzo;01/05/2025 0:00:00;13.7;20.88;31.0;29;7.2;3.5;11;81;24.0;12;--;81;100;50;41;--;1668;6;46;18;947;11;0
Pontevedra;*A Armenteira;01/05/2025 0:00:00;14.6;20.61;29.8;28;8.8;4.9;14;84;24.8;12;-42;79;96;58;60;272;2227;4;37;3;**;9;0
Pontevedra;A Granxa;01/05/2025 0:00:00;16.2;24;33.7;29;9.0;4.8;15;104;39.8;12;-18;81;100;47;54;228;2138;3;35;3;1012;9;0
Pontevedra;A Lanzada;01/05/2025 0:00:00;16.6;21.9;30.5;28;11.8;7.4;14;58;21.2;2;-87;76;91;56;68;308;2400;14;53;5;**;7;0
Pontevedra;*Areas;01/05/2025 0:00:00;17.0;23.29;34.0;29;11.9;7.7;14;100;39.8;12;-37;80;97;54;57;258;2211;2;32;6;**;9;0
Pontevedra;*As Eiras;01/05/2025 0:00:00;16.4;22.13;31.5;29;10.9;6.3;15;93;29.6;9;6;85;100;59;59;172;2166;3;32;6;1012;7;0
Pontevedra;Atios;01/05/2025 0:00:00;16.2;23.41;32.2;29;9.4;4.3;6;109;54.8;12;--;82;100;51;60;271;2231;3;45;3;**;9;0
Pontevedra;Baiona;01/05/2025 0:00:00;16.2;19.86;23.7;28;12.0;7.3;6;76;23.3;2;-65;76;92;58;67;303;2419;8;44;3;**;9;0
Pontevedra;*Barrantes;01/05/2025 0:00:00;16.2;21.89;31.1;28;10.4;5.7;14;108;30.5;12;-18;77;95;56;59;267;2091;3;40;6;**;10;0
Pontevedra;Cabo Udra;01/05/2025 0:00:00;16.4;20.4;24.7;28;13.1;10.1;14;60;18.8;12;-82;75;88;58;63;286;2318;14;54;5;**;6;0
Pontevedra;Caldas de Reis;01/05/2025 0:00:00;15.3;21.6;31.2;29;10.4;6.4;6;92;30.9;12;-32;76;93;51;46;209;2001;5;39;6;986;10;0
Pontevedra;*Camanzo;01/05/2025 0:00:00;15.4;21.67;32.2;29;9.9;5.3;6;91;27.3;12;-28;80;97;57;49;224;1977;4;39;2;992;9;0
Pontevedra;Cangas-Porto;01/05/2025 0:00:00;16.5;20.27;28.0;29;13.0;9.3;14;75;30.9;12;**;72;86;55;**;**;**;8;**;26;**;8;0
Pontevedra;Castro Vicaludo;01/05/2025 0:00:00;14.5;17.94;27.9;29;11.1;6.1;6;111;31.3;9;-22;78;93;59;64;288;2393;14;61;3;961;7;0
Pontevedra;Castrove;01/05/2025 0:00:00;14.5;19.3;29.9;29;10.4;6.2;6;92;28.8;12;--;75;91;54;57;259;2260;12;60;6;957;9;0
Pontevedra;*Cequeliños;01/05/2025 0:00:00;16.3;23.09;34.4;29;10.7;6.5;14;73;31.2;12;-61;78;98;49;56;253;2134;5;42;18;**;11;0
Pontevedra;Corón;01/05/2025 0:00:00;16.5;20.25;28.0;28;13.0;8.8;14;68;24.5;12;-63;85;99;61;66;297;2446;17;53;28;1015;10;0
Pontevedra;*Entenza;01/05/2025 0:00:00;16.8;23.79;34.0;29;10.9;6.2;15;82;30.6;2;-48;79;99;51;52;234;2074;2;27;3;**;10;0
Pontevedra;Forcarei;01/05/2025 0:00:00;13.0;18.45;29.6;29;8.3;3.7;6;93;28.8;12;-19;84;99;60;53;238;2084;11;47;2;**;8;0
Pontevedra;Fornelos de Montes;01/05/2025 0:00:00;14.3;18.85;30.4;29;10.6;6.0;14;92;34.2;12;-44;73;89;54;56;251;2176;13;69;6;935;10;0
Pontevedra;Gargamala;01/05/2025 0:00:00;16.4;23.42;33.7;29;10.6;6.1;14;82;40.2;12;-56;77;96;49;55;247;2186;3;37;6;**;11;0
Pontevedra;Illas Cíes;01/05/2025 0:00:00;16.3;19.65;25.2;29;13.4;10.3;6;72;40.1;12;-71;80;91;65;68;304;2516;10;49;18;**;6;0
Pontevedra;Lalín;01/05/2025 0:00:00;13.6;19.89;32.5;29;8.2;3.2;6;77;13.4;2;**;83;100;54;**;**;**;7;45;2;**;10;0
Pontevedra;Lourizán;01/05/2025 0:00:00;16.0;22.06;29.0;29;11.0;6.3;14;102;34.1;2;-53;80;96;57;51;228;2338;2;30;19;1011;8;0
Pontevedra;*Meder;01/05/2025 0:00:00;16.8;24.32;35.9;29;11.0;6.9;14;103;48.1;12;**;77;98;46;**;**;**;1;26;2;1000;10;0
Pontevedra;Monte Aloia;01/05/2025 0:00:00;14.8;20.2;32.8;29;10.3;5.0;6;87;28.8;12;-47;80;96;58;57;255;2273;6;39;18;961;8;0
Pontevedra;Mouriscade;01/05/2025 0:00:00;13.2;20.37;32.5;29;6.2;0.2;7;58;16.5;12;-65;81;99;53;53;241;2154;5;44;2;958;9;0
Pontevedra;O Viso;01/05/2025 0:00:00;15.7;21.14;29.0;29;11.0;7.7;6;119;42.2;2;-19;72;89;52;62;279;2223;6;44;18;985;9;0
Pontevedra;Ons;01/05/2025 0:00:00;15.6;19.32;25.4;29;12.4;9.1;6;69;38.6;12;-54;80;92;65;**;**;2530;17;60;6;1003;8;0
Pontevedra;Pazos de Borbén;01/05/2025 0:00:00;15.7;21.65;30.3;29;10.6;6.4;6;94;35.4;2;-39;79;95;56;55;247;2223;6;47;5;985;11;0
Pontevedra;*Ponte Caldelas;01/05/2025 0:00:00;15.2;20.38;29.9;29;9.9;4.5;14;84;34.6;12;-45;77;93;58;57;256;2139;4;40;2;975;10;0
Pontevedra;Pontevedra-Campolongo;01/05/2025 0:00:00;17.3;23.52;29.7;29;11.9;7.0;14;85;29.1;12;**;71;93;46;**;**;**;3;31;5;**;8;0
Pontevedra;Porto de Marín;01/05/2025 0:00:00;17.8;22.5;30.4;28;13.7;9.1;14;92;44.0;12;-58;75;95;48;64;289;2366;8;55;3;1015;8;0
Pontevedra;Porto de Vigo;01/05/2025 0:00:00;17.2;20.83;27.5;29;14.0;10.8;14;69;26.1;2;-73;74;89;58;**;**;2353;11;57;5;1015;8;0
Pontevedra;Rebordelo;01/05/2025 0:00:00;14.4;20.31;29.8;28;7.7;2.7;14;99;33.6;12;-25;79;98;56;55;247;2121;5;51;6;973;10;0
Pontevedra;San Nomedio;01/05/2025 0:00:00;14.7;19.53;30.4;29;10.9;6.3;11;111;39.5;12;-35;73;88;52;51;232;1984;12;**;2;**;12;0
Pontevedra;Sanxenxo;01/05/2025 0:00:00;16.8;21.84;30.2;28;12.3;8.9;14;100;41.3;12;--;74;90;55;61;274;2358;5;38;3;1012;8;0
Pontevedra;Serra do Faro;01/05/2025 0:00:00;11.6;16.46;28.8;29;7.7;2.4;6;131;34.2;18;--;79;95;56;52;237;2017;--;--;--;--;13;0
Pontevedra;*Simes;01/05/2025 0:00:00;16.2;22.15;31.2;28;10.5;7.2;14;67;30.3;12;--;77;94;55;61;277;2263;--;--;--;**;10;0
Pontevedra;Sobrada;01/05/2025 0:00:00;16.6;22.76;33.0;29;11.5;7.4;14;106;37.3;12;-34;79;97;52;59;268;2263;5;43;6;1009;9;0
Pontevedra;*Torrequintáns;01/05/2025 0:00:00;16.8;22.41;31.5;28;11.4;6.6;14;82;34.0;2;-54;80;97;61;58;261;2271;6;39;6;1011;8;0
Pontevedra;*Tremoedo;01/05/2025 0:00:00;16.5;22.37;31.4;28;10.9;6.6;14;89;39.3;12;**;73;91;51;**;**;**;2;30;22;1008;9;0
Pontevedra;Vigo;01/05/2025 0:00:00;16.6;21.2;28.0;29;12.4;8.4;14;93;32.4;2;**;71;88;53;**;**;**;**;**;**;**;8;0
Pontevedra;Vigo-Campus;01/05/2025 0:00:00;15.0;18.75;29.1;29;11.7;7.6;6;127;55.4;12;-10;74;89;55;64;287;2343;6;48;6;962;8;0
Pontevedra;Xesteiras;01/05/2025 0:00:00;13.1;17.46;26.9;29;9.5;4.7;6;76;27.1;12;**;84;98;62;**;**;**;21;76;6;934;10;0
