[Provincia];[NombreEstacion];[InstanteLectura];[TA];[TMAXMED];[TMAX];[FTMAX];[TMINmed];[TMIN];[FTMIN];[PP];[PPMAX];[FPPMAX];[BHC];[HRMED];[HRMAX];[HRMIN];[INS];[HSOL];[IRD];[VV];[GT];[FGTMAX];[PR];[NDPP];[NDX]
Lugo;Abradelo;01/10/2025 0:00:00;14.2;19.73;26.1;7;9.7;2.9;24;71;23.5;31;**;72;90;50;51;175;1128;**;**;**;**;11;0
Lugo;*Alto do Faro;01/10/2025 0:00:00;13.2;18.06;24.5;2;9.2;3.8;27;142;31.9;31;**;88;100;65;**;**;**;5;47;23;921;12;0
Lugo;*Alto do Poio;01/10/2025 0:00:00;11.2;15.1;21.5;7;8.0;1.4;24;193;59.2;31;**;74;87;56;**;**;**;**;**;**;**;12;0
Lugo;Ancares;01/10/2025 0:00:00;11.7;16.29;23.5;2;8.4;0.9;26;102;28.5;31;--;71;86;52;54;151;1242;14;87;19;867;15;0
Lugo;*Borreiros;01/10/2025 0:00:00;15.7;20.96;25.2;7;10.9;4.6;27;60;14.0;22;-2;86;98;67;46;157;981;4;69;22;1009;12;0
Lugo;Bóveda;01/10/2025 0:00:00;14.7;22.24;28.7;15;8.8;1.5;27;95;23.8;31;--;--;--;--;50;168;1063;5;49;30;967;11;0
Lugo;Burela;01/10/2025 0:00:00;14.9;17.93;24.0;18;12.6;9.5;27;40;11.2;29;-13;84;97;66;**;**;994;18;117;19;969;13;0
Lugo;Campus Lugo;01/10/2025 0:00:00;14.1;21.72;28.9;7;8.8;1.8;27;76;13.8;31;17;86;100;53;38;132;943;4;52;30;971;9;0
Lugo;Castro R. de Lea;01/10/2025 0:00:00;13.8;20.49;27.7;2;8.5;1.9;27;64;12.9;29;**;86;100;58;44;152;1031;**;**;**;967;10;0
Lugo;Conchada;01/10/2025 0:00:00;15.2;21.32;27.4;7;10.5;3.9;26;87;25.0;29;**;78;94;55;52;179;1159;10;82;23;938;10;0
Lugo;Corno do Boi;01/10/2025 0:00:00;13.6;18.4;26.3;15;9.8;5.0;27;155;38.8;22;87;82;96;62;47;163;1062;12;84;22;**;14;0
Lugo;Cospeito;01/10/2025 0:00:00;13.3;20.48;27.7;2;7.6;0.0;27;82;19.5;21;24;88;100;56;39;135;967;6;63;22;**;12;1
Lugo;Courel;01/10/2025 0:00:00;14.9;20.48;26.6;7;10.8;4.0;24;143;29.4;31;61;71;88;50;47;161;1062;7;67;23;930;10;0
Lugo;Feiranova-Santaballa;01/10/2025 0:00:00;13.2;19.84;27.1;2;7.8;0.0;27;99;21.6;31;40;94;100;71;40;139;996;5;63;23;961;11;1
Lugo;Fontaneira;01/10/2025 0:00:00;13.1;17.33;23.4;7;9.8;4.3;24;142;33.9;21;65;78;93;61;**;**;1154;17;109;22;906;12;0
Lugo;Foz;01/10/2025 0:00:00;15.4;19.72;24.4;18;11.5;4.9;27;35;8.6;19;-35;83;97;64;45;156;1011;11;94;19;1009;12;0
Lugo;Fragavella;01/10/2025 0:00:00;12.9;17.18;24.3;7;8.7;2.7;27;92;21.4;22;34;87;97;68;40;138;958;16;106;22;948;14;0
Lugo;Guitiriz-Mirador;01/10/2025 0:00:00;13.4;17.84;25.1;1;10.2;5.6;27;120;26.7;21;67;86;97;66;30;105;850;9;83;22;939;12;0
Lugo;Labrada;01/10/2025 0:00:00;13.2;17.22;24.1;2;9.8;5.5;27;186;46.0;22;128;85;97;67;43;147;942;12;70;23;**;14;0
Lugo;*Lourenzá;01/10/2025 0:00:00;15.5;20.89;28.9;2;10.7;2.8;27;29;8.8;22;**;83;97;64;**;**;**;3;61;31;**;11;0
Lugo;Marroxo;01/10/2025 0:00:00;14.9;20.63;27.4;1;10.6;3.8;27;58;16.9;29;-24;75;93;50;53;184;1141;11;84;23;944;9;0
Lugo;*Míllara;01/10/2025 0:00:00;15.6;23.07;30.4;1;10.4;4.2;27;113;39.2;31;**;79;98;50;**;**;**;4;53;30;**;8;0
Lugo;Monforte;01/10/2025 0:00:00;15.0;23.9;30.1;1;8.3;1.7;28;71;19.0;29;3;78;100;40;45;156;1048;2;46;22;**;9;0
Lugo;*Morelle;01/10/2025 0:00:00;14.3;22.36;29.8;2;7.7;0.4;28;70;15.6;31;-3;80;98;50;34;118;878;**;38;23;969;10;0
Lugo;O Cebreiro;01/10/2025 0:00:00;11.1;16.92;23.4;2;7.3;0.9;26;176;54.1;31;104;80;94;60;50;174;1138;11;88;23;873;12;0
Lugo;O Xipro;01/10/2025 0:00:00;13.5;19.04;25.5;7;9.2;3.3;27;78;19.2;22;0;75;93;53;53;183;1142;11;78;22;928;11;0
Lugo;O Xistral;01/10/2025 0:00:00;13.6;15.99;23.0;7;11.1;4.3;26;183;49.8;31;123;82;96;64;**;**;974;31;154;22;**;17;0
Lugo;*Olveda;01/10/2025 0:00:00;13.9;20.48;27.5;2;9.2;3.2;27;101;22.7;31;41;82;97;55;33;116;917;4;**;22;**;10;0
Lugo;Pedro Murias;01/10/2025 0:00:00;16.7;20.29;25.2;3;13.2;8.1;27;35;8.9;4;-35;85;98;66;49;169;1058;9;71;22;1012;11;0
Lugo;Penedo do Galo ;01/10/2025 0:00:00;13.8;16.83;24.2;2;11.4;7.8;26;55;7.1;4;-9;84;95;67;45;153;979;28;139;23;**;13;0
Lugo;Pol;01/10/2025 0:00:00;13.9;19.15;26.0;2;9.9;4.3;27;86;17.2;21;**;82;97;59;52;180;1116;10;78;22;943;11;0
Lugo;Portomarín;01/10/2025 0:00:00;14.3;21.85;29.7;7;8.6;1.0;27;88;26.5;29;**;85;100;55;45;154;1096;**;**;**;966;10;0
Lugo;Riotorto;01/10/2025 0:00:00;15.1;20.94;29.2;7;10.9;3.2;27;72;20.6;21;9;86;100;57;41;141;982;5;64;30;**;13;0
Lugo;Sambreixo;01/10/2025 0:00:00;13.1;19.89;26.5;6;7.3;-1.2;27;81;19.2;31;**;89;100;62;44;151;1013;**;**;**;**;10;1
Lugo;*San Clodio;01/10/2025 0:00:00;15.8;24.14;31.1;2;9.1;4.1;27;72;18.8;29;**;77;99;46;**;**;**;2;28;23;988;10;0
Lugo;*San Fiz;01/10/2025 0:00:00;15.4;22.35;28.7;7;10.1;3.3;27;80;31.2;31;5;82;98;55;49;168;1138;4;46;30;972;10;0
Lugo;Santa Cruz;01/10/2025 0:00:00;15.4;21.34;28.3;18;9.8;2.0;27;45;9.8;22;-13;81;95;57;43;146;973;4;81;30;**;14;0
Lugo;Serra Vacaloura;01/10/2025 0:00:00;13.8;18.89;25.8;1;10.1;5.0;27;102;27.8;29;36;86;99;66;50;173;1105;20;92;22;**;12;0
Lugo;Ventosa;01/10/2025 0:00:00;13.6;18.97;25.3;7;9.2;3.3;26;70;18.2;21;-9;73;92;51;53;183;1130;11;98;22;914;12;0
Lugo;*Vilamor;01/10/2025 0:00:00;15.1;20.59;28.3;2;10.3;2.2;27;47;14.3;22;-15;83;96;62;41;141;959;5;54;22;**;13;0
Lugo;*Xabrega;01/10/2025 0:00:00;15.4;23.28;29.5;15;9.9;4.7;26;94;29.5;31;18;80;97;51;43;150;1086;5;60;31;980;10;0
Ourense;A Mezquita;01/10/2025 0:00:00;14.0;19.55;26.4;2;9.3;3.2;27;149;59.3;31;65;72;89;52;50;173;1119;10;69;23;903;11;0
Ourense;*A Portela;01/10/2025 0:00:00;16.6;24.15;31.3;2;10.3;3.2;27;93;23.0;31;13;67;89;41;48;167;1048;3;42;23;**;9;0
Ourense;*A Trabe;01/10/2025 0:00:00;15.2;20.59;26.3;2;10.4;4.7;27;121;63.1;31;40;74;90;55;53;183;1177;3;39;23;929;10;0
Ourense;Alto do Rodicio;01/10/2025 0:00:00;13.5;17.85;24.0;2;10.0;3.1;26;173;32.3;31;108;79;92;62;**;**;1053;12;78;22;907;10;0
Ourense;Amiudal;01/10/2025 0:00:00;15.4;21.06;27.4;1;11.3;5.6;27;217;75.8;22;139;79;95;54;53;182;1161;7;96;22;954;10;0
Ourense;As Petarelas;01/10/2025 0:00:00;16.3;22.31;28.6;1;11.1;4.4;27;83;20.0;31;**;67;87;44;52;178;1127;**;**;**;**;9;0
Ourense;Baltar;01/10/2025 0:00:00;13.3;20.5;26.9;2;6.9;-1.7;27;77;37.3;31;-1;74;98;39;49;169;1159;7;58;23;927;11;1
Ourense;Cabeza de Manzaneda;01/10/2025 0:00:00;9.5;12.96;18.4;2;6.7;-0.3;26;169;48.5;31;96;74;90;49;47;163;1086;23;131;22;827;12;2
Ourense;*Calvos;01/10/2025 0:00:00;11.7;19.32;25.1;1;4.1;-3.2;27;139;39.1;31;65;85;100;56;46;160;1070;6;66;22;**;11;4
Ourense;Casaio;01/10/2025 0:00:00;12.9;17.01;23.1;2;9.2;2.2;26;57;19.2;31;**;66;85;44;**;**;**;7;79;19;**;11;0
Ourense;*Corzos;01/10/2025 0:00:00;11.8;18.1;24.6;2;6.5;-0.1;26;92;26.1;31;**;75;92;51;**;**;**;6;45;23;**;13;1
Ourense;Entrimo;01/10/2025 0:00:00;15.0;20.87;28.3;1;11.0;4.2;26;193;56.7;31;**;82;94;63;34;118;905;**;**;**;**;11;0
Ourense;*EVEGA Leiro;01/10/2025 0:00:00;15.4;24.65;31.2;15;8.8;1.6;27;96;30.0;31;**;82;98;50;**;**;**;0;34;22;1005;10;0
Ourense;Gandarela;01/10/2025 0:00:00;15.4;20.99;27.5;1;11.1;4.8;27;124;34.3;21;53;82;97;58;49;169;1088;4;60;23;946;11;0
Ourense;Lardeira;01/10/2025 0:00:00;10.6;14.71;20.8;2;7.4;-0.1;23;60;13.2;31;-1;74;90;53;**;**;1063;22;120;22;840;11;2
Ourense;Larouco;01/10/2025 0:00:00;15.7;23.04;29.7;2;9.5;2.7;27;46;12.4;31;--;74;98;44;**;**;**;6;50;23;956;9;0
Ourense;Laza;01/10/2025 0:00:00;15.2;22.75;29.5;2;9.4;2.7;27;116;41.2;31;38;74;94;47;49;170;1106;5;42;22;**;11;0
Ourense;Monte Medo;01/10/2025 0:00:00;14.6;21.63;27.6;7;8.9;0.3;27;113;25.3;31;**;79;99;49;**;**;1097;**;**;**;**;10;0
Ourense;O Invernadeiro;01/10/2025 0:00:00;12.5;19;25.3;2;7.0;1.5;5;244;76.5;31;173;80;96;56;48;168;1100;7;80;23;902;10;0
Ourense;Ourense;01/10/2025 0:00:00;16.8;25.41;32.2;1;10.6;4.5;27;83;22.2;31;**;74;98;41;**;**;**;**;**;**;**;10;0
Ourense;Ourense-Estacións;01/10/2025 0:00:00;17.1;24.82;31.3;1;11.3;5.7;27;91;23.4;31;--;75;94;47;47;163;1071;2;37;23;1001;10;0
Ourense;*Pazo de Fontefiz;01/10/2025 0:00:00;15.9;22.26;28.2;2;10.5;3.6;27;125;36.1;31;52;77;97;51;51;176;1071;3;32;22;**;11;0
Ourense;*Ponte Boga;01/10/2025 0:00:00;15.6;22.77;29.4;2;10.2;3.1;27;67;21.6;31;-7;80;98;51;47;162;1085;4;52;23;963;10;0
Ourense;*Prado;01/10/2025 0:00:00;16.0;24.03;30.7;1;10.1;4.6;27;84;20.8;31;15;83;99;54;48;166;1069;1;29;22;**;10;0
Ourense;Remuíño;01/10/2025 0:00:00;15.1;24.31;31.7;1;8.8;2.5;27;127;30.4;31;69;82;98;49;**;**;945;4;51;22;**;12;0
Ourense;*Riós;01/10/2025 0:00:00;14.6;19.9;25.7;2;10.2;4.1;27;136;50.0;31;55;73;90;52;52;181;1167;4;41;23;**;10;0
Ourense;San Xoán de Río;01/10/2025 0:00:00;12.0;17.48;24.0;2;7.7;3.8;26;111;21.3;22;35;76;91;56;50;173;1117;12;84;23;902;12;0
Ourense;Serra do Eixe;01/10/2025 0:00:00;12.3;16.94;23.3;7;8.5;2.8;26;110;23.7;19;36;76;91;56;48;166;1079;13;79;31;881;11;0
Ourense;Verín-Vilamaior;01/10/2025 0:00:00;15.9;22.56;28.3;2;10.4;3.7;27;83;34.4;31;0;73;93;48;54;188;1177;4;52;22;955;8;0
Ourense;Verín-Vilela;01/10/2025 0:00:00;14.7;24.09;29.8;2;7.0;-1.3;27;75;35.3;31;0;81;100;45;52;180;1188;2;42;23;**;8;2
Ourense;Viana do Bolo;01/10/2025 0:00:00;13.4;20.44;27.5;2;7.4;0.9;27;75;26.3;31;7;77;97;50;43;151;1024;5;52;12;921;12;0
Ourense;Xares;01/10/2025 0:00:00;9.8;13.5;19.6;2;6.9;-0.4;23;137;49.2;31;59;72;87;49;46;160;1088;22;113;22;826;14;1
Ourense;Xinzo;01/10/2025 0:00:00;13.5;21.63;28.3;2;6.0;-1.3;27;77;24.9;31;--;80;99;51;--;--;--;7;53;23;946;11;1
Ourense;Xurés;01/10/2025 0:00:00;13.4;19.65;26.2;6;8.0;1.2;27;211;48.0;31;--;--;--;--;--;--;--;--;--;--;--;13;0
Pontevedra;*A Armenteira;01/10/2025 0:00:00;15.2;20.71;27.5;6;10.7;3.9;27;165;63.6;19;96;84;96;65;47;163;1047;6;52;31;**;10;0
Pontevedra;A Granxa;01/10/2025 0:00:00;15.9;24.04;29.5;6;9.8;3.3;27;197;56.1;31;128;84;98;55;50;175;1093;2;46;22;1013;11;0
Pontevedra;A Lanzada;01/10/2025 0:00:00;16.6;20.85;27.4;11;13.2;9.1;27;118;53.7;19;38;81;94;62;52;181;1094;16;86;31;**;10;0
Pontevedra;*As Eiras;01/10/2025 0:00:00;16.2;22.65;28.6;12;11.5;7.0;27;131;35.2;19;64;90;100;66;51;178;1096;3;48;31;1013;12;0
Pontevedra;Atios;01/10/2025 0:00:00;16.1;23.79;29.4;6;10.3;3.5;27;225;90.0;31;157;88;100;58;50;172;1081;3;47;22;**;11;0
Pontevedra;Baiona;01/10/2025 0:00:00;16.8;20.5;27.2;11;13.2;8.4;26;146;52.9;31;69;80;95;63;52;181;1140;8;68;31;**;11;0
Pontevedra;*Barrantes;01/10/2025 0:00:00;15.7;21.7;27.3;6;10.6;5.7;17;143;52.7;19;74;83;95;63;51;178;1095;3;48;31;**;9;0
Pontevedra;Cabo Udra;01/10/2025 0:00:00;16.6;20.36;25.2;10;13.8;9.7;27;105;37.1;19;-11;78;91;60;52;151;1110;14;78;19;**;10;0
Pontevedra;Caldas de Reis;01/10/2025 0:00:00;16.0;20.98;27.5;15;12.3;6.1;27;173;36.6;19;106;80;93;61;40;138;977;5;62;22;986;9;0
Pontevedra;*Camanzo;01/10/2025 0:00:00;16.1;22.87;29.3;1;10.5;2.8;27;74;17.5;29;4;82;97;58;46;159;1058;5;57;22;993;9;0
Pontevedra;Cangas-Porto;01/10/2025 0:00:00;17.0;20.99;26.7;6;14.1;9.6;27;108;40.3;19;**;77;89;59;**;**;**;8;64;31;**;10;0
Pontevedra;Castro Vicaludo;01/10/2025 0:00:00;16.1;19.59;25.6;6;13.3;7.8;26;213;90.2;31;125;74;87;58;**;**;1149;18;104;22;962;12;0
Pontevedra;Castrove;01/10/2025 0:00:00;15.9;19.61;25.5;1;13.0;8.4;26;233;87.4;19;--;76;88;62;47;161;1106;11;77;31;958;11;0
Pontevedra;*Cequeliños;01/10/2025 0:00:00;16.6;23.11;30.3;6;11.9;5.5;27;159;46.2;21;84;81;99;55;48;168;1086;5;55;22;**;11;0
Pontevedra;Corón;01/10/2025 0:00:00;16.5;20.44;25.8;6;13.6;8.7;27;166;44.0;19;87;83;94;63;53;182;1132;14;70;31;1015;9;0
Pontevedra;*Entenza;01/10/2025 0:00:00;17.0;23.52;29.1;6;12.3;6.8;27;158;38.8;19;--;84;99;55;44;154;1078;1;41;31;**;11;0
Pontevedra;Forcarei;01/10/2025 0:00:00;14.4;19.13;25.3;15;10.6;5.5;27;258;61.5;19;188;84;97;66;50;173;1101;14;90;22;**;10;0
Pontevedra;Fornelos de Montes;01/10/2025 0:00:00;15.7;19.35;25.0;15;12.7;7.7;26;331;82.0;31;244;75;88;62;50;174;1115;15;87;22;936;11;0
Pontevedra;Gargamala;01/10/2025 0:00:00;16.8;22.63;28.3;15;12.3;6.2;27;260;66.4;31;--;83;97;59;50;175;1100;3;54;22;**;11;0
Pontevedra;Illas Cíes;01/10/2025 0:00:00;17.0;20.69;27.5;11;14.4;11.7;27;97;40.5;19;26;82;94;65;**;**;1149;11;92;31;**;9;0
Pontevedra;Lalín;01/10/2025 0:00:00;14.8;20.52;27.1;2;10.1;3.8;27;99;22.0;31;**;81;99;57;**;**;**;7;64;22;**;10;0
Pontevedra;Lourizán;01/10/2025 0:00:00;16.0;21.49;27.4;10;12.1;6.2;27;124;34.2;19;58;87;98;66;36;125;1058;2;42;22;1011;10;0
Pontevedra;*Meder;01/10/2025 0:00:00;17.1;23.95;30.2;2;12.2;6.2;27;168;52.7;21;**;81;99;52;**;**;**;1;38;30;1000;11;0
Pontevedra;Monte Aloia;01/10/2025 0:00:00;16.0;20.85;26.6;12;12.5;6.7;27;234;56.2;31;160;80;93;65;44;152;1072;7;67;31;962;11;0
Pontevedra;Mouriscade;01/10/2025 0:00:00;13.6;21.19;27.5;1;7.0;-0.6;27;116;33.2;22;47;83;100;54;48;166;1107;6;72;22;958;10;1
Pontevedra;O Viso;01/10/2025 0:00:00;16.6;21.64;27.7;12;13.1;7.0;27;224;74.4;19;146;76;88;57;52;179;1078;8;71;22;986;10;0
Pontevedra;Ons;01/10/2025 0:00:00;16.4;20.15;26.5;12;13.6;8.3;27;110;51.5;19;26;78;88;62;**;**;1158;16;91;30;1004;11;0
Pontevedra;Pazos de Borbén;01/10/2025 0:00:00;16.5;22;27.6;15;12.5;6.1;27;231;55.5;31;154;81;96;59;52;179;1125;6;58;22;986;10;0
Pontevedra;*Ponte Caldelas;01/10/2025 0:00:00;15.8;20.96;26.4;15;11.5;7.0;27;231;56.9;19;160;82;95;64;50;174;1062;5;52;22;976;10;0
Pontevedra;Pontevedra-Campolongo;01/10/2025 0:00:00;17.0;23.5;30.4;6;12.5;6.2;27;138;33.6;19;**;83;99;55;**;**;**;2;48;22;**;9;0
Pontevedra;Porto de Marín;01/10/2025 0:00:00;17.8;22.33;27.9;11;14.3;8.1;27;110;34.6;19;32;83;98;56;52;179;1141;9;77;31;1015;9;0
Pontevedra;Porto de Vigo;01/10/2025 0:00:00;17.7;21.31;27.9;12;14.9;10.5;27;121;37.1;19;39;79;92;63;54;185;1166;8;59;31;1015;9;0
Pontevedra;Rebordelo;01/10/2025 0:00:00;14.8;21.01;26.6;15;9.4;2.2;27;224;50.5;19;157;86;99;61;51;177;1078;6;57;22;974;10;0
Pontevedra;San Nomedio;01/10/2025 0:00:00;16.0;19.58;25.4;6;13.1;7.6;26;210;55.1;21;--;71;83;57;46;159;984;15;93;22;**;11;0
Pontevedra;Sanxenxo;01/10/2025 0:00:00;17.0;21.78;28.2;6;13.3;7.9;27;113;44.2;19;41;80;93;61;49;169;1084;4;54;30;1013;10;0
Pontevedra;Serra do Faro;01/10/2025 0:00:00;13.2;17.14;23.6;7;10.3;5.1;24;201;66.1;31;--;77;90;61;48;166;1064;--;--;--;--;12;0
Pontevedra;*Simes;01/10/2025 0:00:00;16.4;22.07;27.7;6;11.6;5.1;27;112;39.3;19;--;83;95;62;49;168;1053;--;--;--;**;10;0
Pontevedra;Sobrada;01/10/2025 0:00:00;16.9;23.11;29.1;6;12.5;7.9;27;167;41.8;19;109;85;98;59;45;156;1064;5;48;31;1010;11;0
Pontevedra;*Torrequintáns;01/10/2025 0:00:00;16.8;22.48;28.4;11;12.3;6.5;27;114;32.4;19;24;88;98;68;50;173;1121;8;54;22;1011;9;0
Pontevedra;*Tremoedo;01/10/2025 0:00:00;16.2;21.78;27.7;11;11.9;6.3;27;170;46.9;19;**;80;93;58;**;**;**;2;40;31;1009;10;0
Pontevedra;Vigo;01/10/2025 0:00:00;17.5;22.21;27.6;18;14.1;10.3;5;146;46.4;19;**;74;87;56;**;**;**;**;**;**;**;9;0
Pontevedra;Vigo-Campus;01/10/2025 0:00:00;16.5;19.8;25.6;6;13.9;9.1;26;195;61.2;19;112;75;86;62;53;182;1153;8;82;31;963;12;0
Pontevedra;Xesteiras;01/10/2025 0:00:00;15.1;18.09;24.7;1;12.3;6.6;26;361;70.6;19;**;80;93;66;**;**;**;23;115;31;935;11;0
