[Provincia];[NombreEstacion];[InstanteLectura];[TA];[TMAXMED];[TMAX];[FTMAX];[TMINmed];[TMIN];[FTMIN];[PP];[PPMAX];[FPPMAX];[BHC];[HRMED];[HRMAX];[HRMIN];[INS];[HSOL];[IRD];[VV];[GT];[FGTMAX];[PR];[NDPP];[NDX]
A Coruña;*Lesende;01/12/2025 0:00:00;9.8;13.5;17.0;13;6.6;2.1;27;329;39.4;9;306;92;99;74;32;88;434;8;63;18;997;21;0
A Coruña;Lira;01/12/2025 0:00:00;11.0;13.06;17.6;13;9.2;4.8;26;224;36.1;15;184;83;94;70;36;101;487;25;118;9;**;20;0
A Coruña;Mabegondo;01/12/2025 0:00:00;9.0;13.87;18.0;6;4.5;-2.5;27;177;28.1;18;144;93;100;74;37;101;482;7;78;18;1005;20;4
A Coruña;Malpica;01/12/2025 0:00:00;10.8;13.13;17.2;7;8.5;4.0;27;218;29.5;11;192;93;100;78;35;98;474;23;90;4;995;18;0
A Coruña;Marco da Curra;01/12/2025 0:00:00;7.0;9.63;14.4;6;4.7;-0.3;26;243;51.4;4;--;--;--;73;30;82;432;20;93;18;939;21;1
A Coruña;Melide;01/12/2025 0:00:00;7.1;11.59;16.4;14;3.3;-2.4;26;199;21.4;18;177;89;97;72;26;71;407;4;46;24;960;21;7
A Coruña;Muralla;01/12/2025 0:00:00;7.5;9.46;13.3;6;5.6;1.2;21;471;63.9;18;356;91;97;80;**;**;415;23;102;18;939;21;0
A Coruña;O Fieitoso;01/12/2025 0:00:00;10.1;13.05;16.6;13;7.5;3.5;21;328;34.1;5;--;86;97;68;36;--;506;4;63;25;997;21;0
A Coruña;*O Val;01/12/2025 0:00:00;10.2;14.4;17.9;28;6.4;-0.6;27;269;28.9;18;**;92;99;75;**;**;**;4;48;9;1006;19;1
A Coruña;Olas;01/12/2025 0:00:00;7.7;11.32;15.9;29;4.6;-1.3;27;259;43.6;18;--;90;97;76;33;92;455;13;78;9;**;22;1
A Coruña;*Ordes;01/12/2025 0:00:00;7.7;12.65;17.2;29;3.5;-3.2;27;195;34.1;18;**;90;96;73;**;**;**;3;40;8;984;20;9
A Coruña;*Paramos;01/12/2025 0:00:00;8.1;11.44;15.1;6;5.0;0.3;3;386;65.6;18;**;94;99;81;**;**;**;6;47;5;972;23;0
A Coruña;*Pazo de Galegos;01/12/2025 0:00:00;8.8;12.98;17.1;7;5.0;-1.1;27;192;28.5;18;166;92;100;75;37;104;489;3;46;18;**;19;3
A Coruña;Punta Candieira;01/12/2025 0:00:00;10.5;12.63;16.4;6;8.6;3.4;26;170;22.8;12;--;**;**;62;35;--;470;--;--;--;983;18;0
A Coruña;Punta Langosteira;01/12/2025 0:00:00;11.9;14.22;17.9;6;9.4;4.7;27;**;**;18;**;75;88;60;36;100;463;24;124;18;1012;**;0
A Coruña;Río do Sol;01/12/2025 0:00:00;7.4;10.08;14.0;29;5.4;0.3;21;298;37.6;18;279;94;99;84;32;87;423;20;94;8;951;22;0
A Coruña;*Rus;01/12/2025 0:00:00;8.8;13.62;17.5;14;4.4;-1.8;31;200;26.2;9;**;95;100;75;**;**;**;2;45;8;999;20;5
A Coruña;Sálvora-Pazo;01/12/2025 0:00:00;12.0;13.98;16.8;9;10.1;6.8;26;237;41.2;18;198;87;97;72;40;111;522;24;102;9;**;20;0
A Coruña;Santiago-EOAS;01/12/2025 0:00:00;8.7;12.57;16.3;10;5.6;1.0;31;238;37.2;18;213;88;96;71;31;87;427;14;77;9;985;20;0
A Coruña;Santiago-San Lázaro;01/12/2025 0:00:00;8.4;11.88;15.3;7;5.1;-0.3;30;220;36.7;18;197;92;99;76;34;95;456;7;56;6;979;20;**
A Coruña;Sergude;01/12/2025 0:00:00;8.3;12.68;16.5;7;4.6;0.0;30;228;44.5;18;**;94;100;76;31;85;450;7;56;5;988;19;0
A Coruña;Serra da Faladoira;01/12/2025 0:00:00;7.4;9.76;13.5;6;5.5;0.7;26;277;42.2;16;254;92;99;79;**;**;424;21;93;9;947;20;0
Lugo;A Pontenova;01/12/2025 0:00:00;8.4;11.49;16.0;9;5.6;0.8;21;138;28.8;16;**;81;92;65;29;81;460;16;115;9;**;18;0
Lugo;Abradelo;01/12/2025 0:00:00;6.2;9.15;14.0;14;3.5;-2.1;25;164;22.0;22;**;80;92;64;28;77;440;**;**;**;**;19;4
Lugo;*Alto do Faro;01/12/2025 0:00:00;5.4;7.87;12.7;6;3.1;-2.1;25;179;22.7;5;**;95;100;84;**;**;**;5;47;4;918;21;5
Lugo;*Alto do Poio;01/12/2025 0:00:00;2.5;4.22;9.6;6;0.8;-4.6;26;241;28.1;23;**;87;94;78;**;**;**;**;**;**;**;21;11
Lugo;Ancares;01/12/2025 0:00:00;2.8;5.09;10.5;13;0.9;-3.8;26;140;37.9;4;--;88;97;74;28;79;420;21;95;9;861;17;12
Lugo;*Borreiros;01/12/2025 0:00:00;9.8;14.41;18.9;14;6.0;-0.3;27;164;28.9;4;133;87;97;67;33;90;449;5;70;9;1007;19;2
Lugo;Bóveda;01/12/2025 0:00:00;6.6;10.53;17.2;6;3.5;-3.9;27;145;17.4;12;122;92;99;76;24;67;408;5;52;9;965;19;9
Lugo;Burela;01/12/2025 0:00:00;9.3;11.54;16.9;6;7.3;2.8;21;86;16.2;4;48;82;96;66;**;**;501;21;140;18;965;20;0
Lugo;Campus Lugo;01/12/2025 0:00:00;6.8;11.14;17.0;6;3.7;-4.4;27;145;18.1;18;122;92;100;70;25;68;398;4;59;9;968;20;8
Lugo;Castro R. de Lea;01/12/2025 0:00:00;6.9;10.37;15.5;6;3.8;-3.5;27;156;21.9;21;**;91;99;76;26;73;416;**;**;**;964;20;7
Lugo;Conchada;01/12/2025 0:00:00;6.2;9.34;15.4;6;3.9;-1.2;27;162;26.1;12;**;94;99;82;31;87;468;10;71;9;935;18;4
Lugo;Corno do Boi;01/12/2025 0:00:00;6.1;8.61;13.1;14;4.0;-0.6;26;262;23.2;21;240;91;98;80;30;83;428;14;73;6;**;25;2
Lugo;Cospeito;01/12/2025 0:00:00;6.8;10.66;15.8;7;3.3;-4.1;27;175;32.6;4;153;92;99;72;25;68;394;7;70;9;**;21;7
Lugo;Courel;01/12/2025 0:00:00;6.4;9.18;13.2;6;3.9;-1.3;25;210;27.2;22;--;84;96;69;29;81;433;8;82;9;926;19;4
Lugo;Feiranova-Santaballa;01/12/2025 0:00:00;6.6;10.74;15.1;7;3.2;-3.7;27;216;45.1;4;197;97;100;85;28;79;438;7;60;9;958;21;6
Lugo;Fontaneira;01/12/2025 0:00:00;4.9;7.38;11.8;14;2.9;-1.6;26;243;45.6;4;219;88;96;76;**;**;434;18;88;7;902;17;6
Lugo;Foz;01/12/2025 0:00:00;9.9;13.49;18.1;7;6.5;0.0;26;73;12.3;16;26;79;94;62;36;99;475;16;110;9;1007;19;1
Lugo;Fragavella;01/12/2025 0:00:00;6.7;9.63;14.1;6;3.8;-1.7;26;174;27.2;16;145;88;96;72;31;85;434;22;116;8;945;20;3
Lugo;Guitiriz-Mirador;01/12/2025 0:00:00;6.4;8.95;12.9;6;4.3;-0.4;26;209;36.7;4;--;90;99;79;13;--;296;11;71;9;936;20;2
Lugo;Labrada;01/12/2025 0:00:00;6.5;8.89;13.3;6;4.2;0.0;21;318;56.4;4;293;89;98;76;29;79;410;**;88;9;**;22;1
Lugo;*Lourenzá;01/12/2025 0:00:00;9.4;13.77;18.7;6;5.5;-1.6;26;102;30.0;16;**;83;95;65;**;**;**;3;68;9;**;19;5
Lugo;Marroxo;01/12/2025 0:00:00;6.4;9.34;14.8;6;3.8;-1.5;31;102;19.9;12;75;89;97;73;34;94;469;12;73;18;941;17;3
Lugo;*Míllara;01/12/2025 0:00:00;7.3;11.2;16.6;6;4.8;-2.4;27;136;24.3;18;**;91;99;73;**;**;**;4;64;8;**;17;4
Lugo;Monforte;01/12/2025 0:00:00;7.0;11.42;18.2;6;3.9;-4.8;27;115;18.0;12;95;91;**;69;16;45;340;3;46;18;**;19;8
Lugo;*Morelle;01/12/2025 0:00:00;6.6;11.1;16.9;6;2.9;-5.3;27;137;15.2;22;115;89;98;70;20;57;381;2;44;8;967;17;9
Lugo;O Cebreiro;01/12/2025 0:00:00;2.3;4.58;9.7;6;0.7;-5.3;26;205;30.0;3;191;96;100;87;22;61;374;12;84;4;**;22;12
Lugo;O Xipro;01/12/2025 0:00:00;5.9;9.11;14.2;6;3.4;-1.3;25;164;44.1;4;130;82;93;66;35;97;487;14;91;9;924;19;5
Lugo;O Xistral;01/12/2025 0:00:00;4.5;6.35;11.2;6;**;**;26;238;30.1;4;219;91;98;81;27;75;412;37;139;9;**;23;**
Lugo;*Olveda;01/12/2025 0:00:00;6.2;9.67;14.9;6;3.4;-1.8;31;130;15.7;5;111;91;98;75;13;38;340;6;40;4;**;20;6
Lugo;Pedro Murias;01/12/2025 0:00:00;11.4;14.59;20.1;9;8.3;3.0;26;88;19.4;16;42;79;95;60;37;101;485;12;80;8;1010;17;0
Lugo;Penedo do Galo ;01/12/2025 0:00:00;7.8;9.74;14.1;7;6.1;1.3;21;122;26.7;16;84;84;95;70;28;77;414;36;150;9;**;19;0
Lugo;Pol;01/12/2025 0:00:00;6.8;9.64;13.9;9;4.2;-0.1;21;166;36.3;4;**;86;97;71;35;97;473;10;71;9;940;19;1
Lugo;Portomarín;01/12/2025 0:00:00;6.9;10.92;16.8;6;3.6;-5.1;27;141;18.4;21;**;92;100;75;29;81;450;**;**;**;964;19;6
Lugo;Riotorto;01/12/2025 0:00:00;8.8;12.61;17.5;7;5.6;-1.3;27;178;33.5;16;147;88;99;65;33;92;464;7;74;9;**;20;2
Lugo;Sambreixo;01/12/2025 0:00:00;6.5;10.5;15.2;14;2.9;-4.0;27;191;22.8;4;**;93;100;76;28;78;424;**;**;**;**;21;7
Lugo;*San Clodio;01/12/2025 0:00:00;7.5;11.6;18.1;6;4.7;-3.1;27;112;17.2;12;**;91;100;71;**;**;**;2;40;11;987;18;6
Lugo;*San Fiz;01/12/2025 0:00:00;7.4;11.26;16.6;6;4.7;-2.4;27;111;19.8;18;87;92;99;75;27;75;437;5;63;9;970;18;5
Lugo;Santa Cruz;01/12/2025 0:00:00;9.4;14.62;19.6;5;4.8;-2.5;27;109;19.5;4;78;81;95;56;34;94;462;**;**;8;**;18;3
Lugo;Serra Vacaloura;01/12/2025 0:00:00;5.8;8.34;13.3;6;3.7;-1.1;26;147;24.4;18;130;97;100;90;34;94;470;21;83;18;**;19;4
Lugo;Ventosa;01/12/2025 0:00:00;5.7;8.71;14.6;9;2.9;-2.3;26;151;34.5;4;121;84;96;68;29;82;425;13;90;9;910;17;4
Lugo;*Vilamor;01/12/2025 0:00:00;9.2;13.48;18.8;7;5.2;-1.6;27;110;18.2;16;74;83;95;63;33;92;451;7;70;9;**;19;5
Lugo;*Xabrega;01/12/2025 0:00:00;7.5;11.31;17.6;6;4.8;-1.4;27;148;16.9;12;124;92;99;76;20;56;402;5;63;9;978;17;4
Ourense;A Mezquita;01/12/2025 0:00:00;4.8;7.47;12.9;13;2.5;-2.4;26;192;22.8;6;168;89;97;76;30;83;453;10;75;27;899;20;7
Ourense;*A Portela;01/12/2025 0:00:00;7.2;11.19;17.7;7;4.2;-2.0;27;132;18.8;12;107;87;96;68;25;70;416;3;51;9;**;18;6
Ourense;*A Trabe;01/12/2025 0:00:00;5.8;8.74;14.0;6;3.3;-2.2;31;167;23.4;12;146;92;98;81;26;73;431;3;41;16;926;20;4
Ourense;Alto do Rodicio;01/12/2025 0:00:00;4.9;7.19;12.2;6;2.8;-1.5;21;231;28.3;22;209;91;98;81;32;89;455;15;90;9;903;20;7
Ourense;Amiudal;01/12/2025 0:00:00;7.1;10.29;15.6;6;4.6;-0.7;26;220;30.9;18;196;92;99;78;35;99;488;7;74;4;951;20;1
Ourense;As Petarelas;01/12/2025 0:00:00;6.8;10.03;16.5;6;4.1;-1.4;31;127;16.8;12;**;89;98;72;28;78;426;**;**;**;**;20;4
Ourense;Baltar;01/12/2025 0:00:00;5.3;9.35;15.6;6;1.4;-5.1;26;136;20.4;12;109;87;99;63;31;88;494;7;66;18;923;20;13
Ourense;Cabeza de Manzaneda;01/12/2025 0:00:00;0.2;2.29;8.7;13;-1.6;-8.2;26;152;17.7;24;--;93;99;82;29;79;448;29;106;4;821;22;22
Ourense;*Calvos;01/12/2025 0:00:00;4.6;8.69;14.4;13;**;**;31;183;20.7;22;165;94;100;80;31;87;475;8;54;18;**;19;**
Ourense;Casaio;01/12/2025 0:00:00;3.8;6.32;12.2;6;1.6;-3.4;26;94;13.8;12;**;79;95;59;**;**;**;7;81;9;**;20;10
Ourense;*Corzos;01/12/2025 0:00:00;3.0;6.32;11.1;6;0.4;-5.6;25;138;16.6;16;**;89;97;73;**;**;**;6;54;9;**;21;17
Ourense;Entrimo;01/12/2025 0:00:00;6.2;9.56;15.4;13;3.6;-1.5;26;294;34.9;5;**;92;98;78;20;57;371;**;**;**;**;20;4
Ourense;*EVEGA Leiro;01/12/2025 0:00:00;7.6;12.27;18.8;6;4.7;-3.6;27;156;24.2;18;**;94;99;75;**;**;**;0;37;18;1004;17;5
Ourense;Gandarela;01/12/2025 0:00:00;7.0;9.99;15.6;6;4.4;0.1;21;147;18.0;20;124;94;99;83;33;93;468;5;60;18;943;18;0
Ourense;Lardeira;01/12/2025 0:00:00;1.3;3.35;8.2;6;-0.6;-6.1;25;81;20.8;16;--;91;99;76;**;**;390;24;98;5;835;17;19
Ourense;Larouco;01/12/2025 0:00:00;6.6;10.36;16.8;6;3.5;-3.6;31;81;16.7;12;--;91;99;73;**;**;**;6;66;9;954;17;6
Ourense;Laza;01/12/2025 0:00:00;6.2;10.29;15.8;13;3.0;-3.3;27;164;26.8;12;135;91;99;72;29;81;445;4;48;9;**;18;8
Ourense;Monte Medo;01/12/2025 0:00:00;6.3;10.39;16.2;6;2.9;-3.8;27;193;22.4;12;**;90;100;71;28;79;476;**;**;**;**;21;8
Ourense;O Invernadeiro;01/12/2025 0:00:00;3.9;7.25;12.2;6;1.4;-3.9;26;**;**;12;--;94;100;79;26;73;410;7;59;4;899;**;13
Ourense;Ourense;01/12/2025 0:00:00;8.2;12.73;20.1;6;5.1;-2.8;27;112;14.6;9;**;90;100;66;**;**;**;**;**;**;**;17;4
Ourense;Ourense-Estacións;01/12/2025 0:00:00;8.4;12.71;19.1;6;5.7;-1.3;27;141;18.7;9;--;91;100;70;21;58;389;2;35;5;1000;18;4
Ourense;*Pazo de Fontefiz;01/12/2025 0:00:00;7.4;10.89;16.5;6;4.2;-2.5;27;191;24.1;9;172;93;100;80;**;**;366;2;35;25;**;21;7
Ourense;*Ponte Boga;01/12/2025 0:00:00;7.2;11.11;17.7;6;4.0;-3.6;27;99;11.8;12;75;92;99;75;28;78;445;4;51;9;961;17;5
Ourense;*Prado;01/12/2025 0:00:00;8.1;12.36;19.8;6;5.3;-2.3;27;156;22.7;18;136;94;99;76;19;53;370;1;28;1;**;17;4
Ourense;Remuíño;01/12/2025 0:00:00;8.1;12.02;17.5;6;5.2;-0.3;27;201;22.6;18;--;--;--;77;16;42;360;4;34;5;**;21;3
Ourense;*Riós;01/12/2025 0:00:00;5.4;8.24;13.5;6;3.1;-2.0;26;182;28.2;12;159;90;98;78;31;87;467;4;40;16;**;19;6
Ourense;San Xoán de Río;01/12/2025 0:00:00;4.2;7.02;12.8;6;2.1;-3.4;26;132;19.0;12;110;91;98;78;34;96;476;12;61;4;898;22;8
Ourense;Serra do Eixe;01/12/2025 0:00:00;3.3;5.34;11.2;6;1.3;-4.7;25;149;24.6;4;112;93;100;82;31;86;441;**;**;9;877;19;11
Ourense;Verín-Vilamaior;01/12/2025 0:00:00;6.5;10.35;16.2;6;3.6;-2.6;27;135;24.4;12;111;92;99;75;30;86;457;4;49;9;953;19;6
Ourense;Verín-Vilela;01/12/2025 0:00:00;6.2;11.47;18.0;6;2.2;-5.6;27;126;26.2;12;105;94;100;74;26;73;434;2;42;16;**;19;11
Ourense;Viana do Bolo;01/12/2025 0:00:00;4.9;8.79;15.5;6;1.7;-5.0;27;105;14.8;12;80;88;98;71;30;84;452;7;62;18;918;20;12
Ourense;Xares;01/12/2025 0:00:00;0.3;2.3;8.3;14;-1.5;-7.9;26;91;14.3;4;--;89;97;76;**;**;454;--;--;--;820;19;23
Ourense;Xinzo;01/12/2025 0:00:00;5.7;10.15;15.7;6;1.8;-4.8;27;112;16.4;9;--;91;99;74;--;--;--;9;55;9;944;17;13
Ourense;Xurés;01/12/2025 0:00:00;4.9;7.5;12.3;13;2.7;-1.8;25;241;34.5;6;202;91;99;78;32;91;478;18;87;4;--;20;7
Pontevedra;*A Armenteira;01/12/2025 0:00:00;8.4;12.57;17.7;13;4.9;0.4;25;293;38.2;18;213;90;98;74;29;65;427;8;55;9;**;20;0
Pontevedra;A Granxa;01/12/2025 0:00:00;8.3;13.93;18.1;28;4.5;-2.3;27;310;45.9;9;287;92;98;70;27;77;425;2;41;9;1012;21;5
Pontevedra;A Lanzada;01/12/2025 0:00:00;10.9;14.23;17.4;9;7.7;3.6;25;225;28.5;22;--;84;95;67;36;102;463;--;--;--;**;19;0
Pontevedra;*As Eiras;01/12/2025 0:00:00;9.6;14.07;17.7;7;5.9;0.1;25;**;**;18;230;95;100;77;34;95;480;4;52;9;1012;**;0
Pontevedra;Atios;01/12/2025 0:00:00;8.9;14.03;17.5;6;5.2;-1.8;27;304;47.9;9;282;95;100;73;27;75;422;3;48;9;**;20;3
Pontevedra;Baiona;01/12/2025 0:00:00;11.3;14.68;18.6;7;8.1;3.3;25;282;39.0;18;245;83;96;64;37;104;507;9;77;9;**;20;0
Pontevedra;*Barrantes;01/12/2025 0:00:00;9.3;14.15;17.5;6;5.0;-0.7;30;252;38.4;18;223;88;96;70;37;102;489;4;55;18;**;19;1
Pontevedra;Cabo Udra;01/12/2025 0:00:00;11.5;14.27;17.5;7;9.3;5.4;21;223;31.2;18;175;79;91;62;39;109;522;19;103;9;**;20;0
Pontevedra;Caldas de Reis;01/12/2025 0:00:00;9.0;11.86;15.4;14;6.4;1.7;27;285;41.8;18;266;89;97;74;14;38;310;5;58;8;984;20;0
Pontevedra;*Camanzo;01/12/2025 0:00:00;8.6;13.63;17.2;10;4.8;-1.9;27;174;27.1;18;146;90;98;73;32;90;469;5;69;18;991;18;5
Pontevedra;Cangas-Porto;01/12/2025 0:00:00;11.4;14.42;17.9;28;8.7;4.5;27;214;41.7;18;**;79;90;63;**;**;**;9;71;9;**;18;0
Pontevedra;Castro Vicaludo;01/12/2025 0:00:00;8.8;10.96;14.4;14;6.8;2.2;21;292;58.8;15;202;87;96;74;39;110;535;22;113;18;960;20;0
Pontevedra;Castrove;01/12/2025 0:00:00;8.3;10.89;17.1;13;6.2;1.5;21;383;54.3;5;334;88;95;76;33;92;461;13;82;8;955;20;0
Pontevedra;*Cequeliños;01/12/2025 0:00:00;8.4;12.08;17.2;9;5.5;-0.5;25;194;22.2;2;169;93;100;73;31;88;487;8;62;9;**;17;3
Pontevedra;Corón;01/12/2025 0:00:00;11.1;14.1;17.5;9;8.2;3.5;31;244;41.2;18;207;84;97;66;38;106;500;14;75;18;1014;18;0
Pontevedra;*Entenza;01/12/2025 0:00:00;9.1;13.76;18.1;8;5.8;0.5;27;**;**;15;208;95;100;77;23;65;440;1;41;18;**;**;0
Pontevedra;Forcarei;01/12/2025 0:00:00;6.7;9.69;14.9;13;4.2;-0.2;21;314;60.3;5;294;94;99;83;32;88;441;17;84;18;**;21;3
Pontevedra;Fornelos de Montes;01/12/2025 0:00:00;7.4;9.59;15.6;14;5.4;-0.1;21;389;53.0;5;361;87;95;77;32;90;442;18;79;9;933;21;1
Pontevedra;Gargamala;01/12/2025 0:00:00;9.1;12.74;16.2;13;5.9;0.9;25;353;50.4;5;327;91;99;75;35;98;477;4;48;9;**;20;0
Pontevedra;Illas Cíes;01/12/2025 0:00:00;12.1;14.61;18.9;13;10.1;6.7;26;246;57.0;18;209;83;94;68;**;**;518;15;95;9;**;19;0
Pontevedra;Lalín;01/12/2025 0:00:00;7.0;10.48;15.6;13;4.2;-0.9;27;169;21.6;18;**;92;99;74;**;**;**;9;58;8;**;22;3
Pontevedra;Lourizán;01/12/2025 0:00:00;9.3;12.93;17.2;7;6.1;0.5;27;301;35.7;20;277;93;99;79;29;80;480;2;44;9;1010;21;0
Pontevedra;*Meder;01/12/2025 0:00:00;9.2;13.78;17.3;13;5.7;0.1;27;220;26.2;15;**;90;99;69;**;**;**;2;41;18;999;20;0
Pontevedra;Monte Aloia;01/12/2025 0:00:00;8.1;11.04;15.3;14;5.9;1.3;27;398;55.1;9;374;92;98;80;31;87;456;8;61;9;959;21;0
Pontevedra;Mouriscade;01/12/2025 0:00:00;6.6;11.31;16.2;13;2.6;-4.7;27;165;22.2;18;--;89;100;69;35;98;497;7;73;9;956;22;11
Pontevedra;O Viso;01/12/2025 0:00:00;9.2;12.57;16.5;28;6.7;2.4;26;346;57.3;18;313;84;93;70;38;106;500;9;71;9;984;21;0
Pontevedra;Ons;01/12/2025 0:00:00;11.1;13.31;16.5;9;9.0;4.9;27;225;45.3;18;188;87;97;73;39;110;511;21;97;9;1002;20;0
Pontevedra;Pazos de Borbén;01/12/2025 0:00:00;8.7;12.39;17.1;13;5.5;0.3;26;322;42.4;18;267;92;98;77;34;95;466;**;62;9;984;20;0
Pontevedra;*Ponte Caldelas;01/12/2025 0:00:00;8.4;11.95;16.9;13;5.0;-0.7;25;326;53.8;18;301;90;99;76;36;100;458;5;56;8;975;20;2
Pontevedra;Pontevedra-Campolongo;01/12/2025 0:00:00;10.0;15.05;20.3;13;6.3;0.2;27;238;29.2;20;**;90;100;66;**;**;**;2;42;8;**;19;0
Pontevedra;Porto de Marín;01/12/2025 0:00:00;11.5;15.13;18.8;28;8.3;3.7;27;305;39.9;18;273;88;100;62;36;102;502;9;87;9;1014;20;0
Pontevedra;Porto de Vigo;01/12/2025 0:00:00;12.0;14.73;18.5;7;9.6;5.7;27;225;26.1;20;186;80;92;66;36;99;492;9;65;20;1014;20;0
Pontevedra;Rebordelo;01/12/2025 0:00:00;7.6;12.1;17.9;13;3.3;-2.0;25;348;43.8;5;283;90;100;72;33;92;446;**;66;18;972;21;10
Pontevedra;San Nomedio;01/12/2025 0:00:00;7.6;9.9;15.5;14;5.6;0.2;21;249;27.2;5;222;86;95;75;30;83;433;18;82;9;**;19;0
Pontevedra;Sanxenxo;01/12/2025 0:00:00;11.3;14.52;18.1;28;8.2;4.3;27;260;38.6;18;228;81;93;65;38;107;475;5;53;9;1011;19;0
Pontevedra;Serra do Faro;01/12/2025 0:00:00;4.7;6.72;11.6;6;2.8;-1.7;21;236;32.4;9;--;91;97;82;30;83;435;--;--;--;--;20;6
Pontevedra;*Simes;01/12/2025 0:00:00;10.2;14.11;17.8;13;6.7;2.0;27;242;35.7;18;--;86;95;70;36;99;459;--;--;--;**;20;0
Pontevedra;Sobrada;01/12/2025 0:00:00;9.5;13.73;18.4;7;6.2;1.2;27;287;33.1;20;263;95;100;78;35;97;480;5;45;18;1009;19;0
Pontevedra;*Torrequintáns;01/12/2025 0:00:00;10.3;14.6;18.6;13;6.5;1.2;27;210;30.2;18;102;92;99;75;38;105;495;10;68;9;1010;19;0
Pontevedra;*Tremoedo;01/12/2025 0:00:00;10.0;14.68;19.2;13;6.2;1.2;27;265;48.5;18;**;85;95;63;**;**;**;2;47;9;1007;20;0
Pontevedra;Vigo;01/12/2025 0:00:00;10.7;14.28;18.2;13;7.9;4.0;25;248;30.7;20;**;80;92;65;**;**;**;**;**;**;**;19;0
Pontevedra;Vigo-Campus;01/12/2025 0:00:00;9.0;11.05;15.0;14;7.1;1.8;21;369;40.8;5;332;85;95;72;39;108;517;10;86;9;961;20;0
Pontevedra;Xesteiras;01/12/2025 0:00:00;7.4;9.41;13.9;6;5.5;0.7;21;366;77.0;5;**;93;98;84;**;**;**;28;116;9;931;21;0
